s1b-iw1-slc-vv-20180706t232828-20180706t232845-011696-01583f-004 2018186.9781062852 1646 0.000000000000 0.000000000000
s1a-iw1-slc-vv-20191023t232921-20191023t232932-029592-035e85-004 2019295.9787113543 2120 94.299613183462 134.444557044179
s1b-iw1-slc-vv-20180401t232823-20180401t232840-010296-012bb5-004 2018090.9780473772 1550 -38.885360870437 -7.502263819323
s1a-iw1-slc-vv-20191210t232920-20191210t232931-030292-0376e3-004 2019343.9787022150 2168 48.701963010775 60.770383578238
s1a-iw1-slc-vv-20150926t232855-20150926t232912-007892-00b037-001 2015268.9784175372 633 19.521932630042 44.582330117847
s1b-iw1-slc-vv-20200426t232837-20200426t232853-021321-02878b-004 2020116.9782058480 2306 4.213916167068 -16.924122116468
s1a-iw1-slc-vv-20151020t232855-20151020t232912-008242-00b9b8-001 2015292.9784185491 657 49.112130721059 47.001492628934
s1a-iw1-slc-vv-20160604t232856-20160604t232913-011567-011ab3-001 2016155.9784300176 885 -0.451625415561 2.721141400767
s1b-iw1-slc-vv-20190315t232829-20190315t232846-015371-01cc84-004 2019073.9781175780 1898 25.816705429948 76.369732796888
s1a-iw1-slc-vv-20200830t232926-20200830t232937-034142-03f737-004 2020242.9787747480 2432 -2.120555800285 0.585365187766
s1a-iw1-slc-vv-20190201t232912-20190201t232923-025742-02dca8-004 2019031.9786064681 1856 9.341000072754 12.398883892020
s1b-iw1-slc-vv-20200707t232841-20200707t232857-022371-02a760-004 2020188.9782521443 2378 40.927862223066 80.228029973737
s1b-iw1-slc-vv-20191204t232838-20191204t232855-019221-0244a6-004 2019337.9782204204 2162 41.731946871949 32.309307052163
s1b-iw1-slc-vv-20180811t232830-20180811t232847-012221-016848-004 2018222.9781289464 1682 69.503512227481 106.382783539209
s1b-iw1-slc-vv-20170112t232817-20170112t232833-003821-006924-004 2017011.9779732793 1106 -10.802610428051 -10.579729348378
s1b-iw1-slc-vv-20170921t232825-20170921t232842-007496-00d3c5-004 2017263.9780727581 1358 15.695246954824 6.687421604623
s1b-iw1-slc-vv-20171120t232825-20171120t232842-008371-00ed28-004 2017323.9780733408 1418 16.19320318518 20.078105994704
s1b-iw1-slc-vv-20180730t232830-20180730t232846-012046-0162e7-004 2018210.9781227650 1670 49.187443506745 58.633639971320
s1b-iw1-slc-vv-20200202t232836-20200202t232853-020096-026098-004 2020032.9781949455 2222 20.440815942537 29.816370430843
s1a-iw1-slc-vv-20190824t232919-20190824t232931-028717-034052-004 2019235.9786949053 2060 -19.401098695998 -29.203024568928
s1a-iw1-slc-vv-20190917t232920-20190917t232931-029067-034c7d-004 2019259.9787057410 2084 53.405949379584 74.371891756568
s1a-iw1-slc-vv-20181109t232914-20181109t232926-024517-02b098-004 2018312.9786380222 1772 27.605890962837 38.706229966389
